"","f_zip","num_facilities","county","region","zip_CMS_overall_rating","zip_CMP_count","zip_DPNA_count","zip_N2009_Abuse","zip_N2009_Admin","zip_N2009_Care","zip_N2009_Environ","zip_N2009_Nutri","zip_N2009_Rights","zip_N2009_Staff","zip_N2009_Total","zip_N2010_Abuse","zip_N2010_Admin","zip_N2010_Care","zip_N2010_Environ","zip_N2010_Nutri","zip_N2010_Rights","zip_N2010_Staff","zip_N2010_Total","zip_N2011_Abuse","zip_N2011_Admin","zip_N2011_Care","zip_N2011_Environ","zip_N2011_Nutri","zip_N2011_Rights","zip_N2011_Staff","zip_N2011_Total","zip_N2012_Abuse","zip_N2012_Admin","zip_N2012_Care","zip_N2012_Environ","zip_N2012_Nutri","zip_N2012_Rights","zip_N2012_Staff","zip_N2012_Total","zip_N2013_Abuse","zip_N2013_Admin","zip_N2013_Care","zip_N2013_Environ","zip_N2013_Nutri","zip_N2013_Rights","zip_N2013_Staff","zip_N2013_Total","zip_PCT_ADMIN","zip_PCT_CAPITAL","zip_PCT_DIRECT","zip_PCT_OCARE","zip_abuse_current","zip_abuse_previous","zip_abuse_prior","zip_abuse_tot","zip_activities_of_daily_living","zip_admin_current","zip_admin_previous","zip_admin_prior","zip_admin_tot","zip_afam","zip_aid_hprd","zip_all_current","zip_all_previous","zip_all_prior","zip_all_tot","zip_asan","zip_benefits","zip_catheter","zip_caucasn","zip_class_AA_count","zip_class_A_count","zip_class_B_count","zip_depeat","zip_depsum","zip_deptoil","zip_deptran","zip_env_current","zip_env_previous","zip_env_prior","zip_env_tot","zip_ex_total","zip_fall","zip_federal_penalty_amount","zip_high_risk_pressure_sores","zip_hispan","zip_less45","zip_long_antipsychotic","zip_long_stay_pain","zip_ls_current","zip_ls_previous","zip_ls_prior","zip_ls_tot","zip_lvn_hprd","zip_nativ","zip_net_income_03","zip_net_income_04","zip_net_income_05","zip_net_income_06","zip_net_income_07","zip_net_income_08","zip_net_income_09","zip_net_income_10","zip_net_income_11","zip_net_income_current","zip_netincomemargin_03","zip_netincomemargin_04","zip_netincomemargin_05","zip_netincomemargin_06","zip_netincomemargin_07","zip_netincomemargin_08","zip_netincomemargin_09","zip_netincomemargin_10","zip_netincomemargin_11","zip_netincomemargin_current","zip_nhoverall_rating","zip_numbeds","zip_nursing_turnover","zip_nut_current","zip_nut_previous","zip_nut_prior","zip_nut_tot","zip_occup_rate","zip_othrace","zip_over85","zip_pct_behv","zip_pct_exsp","zip_pct_imp","zip_pct_mcal","zip_pct_mcare","zip_pct_other","zip_pct_phys","zip_pct_reh","zip_pct_self","zip_pctfem","zip_pctmale","zip_pharm_current","zip_pharm_previous","zip_pharm_prior","zip_pharm_tot","zip_pt_hprd","zip_qc_current","zip_qc_previous","zip_qc_prior","zip_qc_rating","zip_qc_tot","zip_qualityoffacility_rating","zip_ra_current","zip_ra_previous","zip_ra_prior","zip_ra_tot","zip_restraints","zip_rev_mcal","zip_rev_mcare","zip_rev_other","zip_rev_self","zip_rr_current","zip_rr_previous","zip_rr_prior","zip_rr_tot","zip_short_antipsychotic","zip_short_stay_pain","zip_short_stay_pressure_sores","zip_srn_hprd","zip_staffingrating","zip_state_penalty_amount","zip_tot_hprd","zip_total_abuse","zip_total_admin","zip_total_care","zip_total_environ","zip_total_nutri","zip_total_rights","zip_total_staff","zip_total_total","zip_urinary_tract_infection","zip_wph_admin","zip_wph_aide","zip_wph_lic","zip_yr45to64","zip_yr65to84","zip_cmswatchlist","zip_accred","zip_campaignexcellence","zip_aids","zip_alzheimers","zip_chain_facs","zip_num_freestanding","zip_num_hospital","zip_hospice","zip_icf","zip_mcare_days_high","zip_mcare_days_low","zip_mental_health","zip_has_mlrc","zip_for_profit","zip_non_profit","zip_govt_owned","zip_mcal_payment","zip_mcare_payment","zip_private_pay","zip_residential","zip_rehabilitation","zip_substance_abuse","zip_ventilator","zippop","sd1_district","sd1_pct","sd1_num","sd2_district","sd2_pct","sd2_num","sd3_district","sd3_pct","sd3_num","ad1_district","ad1_pct","ad1_num","ad2_district","ad2_pct","ad2_num","ad3_district","ad3_pct","ad3_num","ad4_district","ad4_pct","ad4_num","ad5_district","ad5_pct","ad5_num","cd1_district","cd1_pct","cd1_num","cd2_district","cd2_pct","cd2_num","cd3_district","cd3_pct","cd3_num","cd4_district","cd4_pct","cd4_num","justzip","num_beds","num_emtpy_beds","total_beds","num_empty_beds"
"498","95360
(37.31764396700049, -121.02348589599973)",1,"Stanislaus","Golden Empire & North San Joaquin",5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3,24.7,7.8,52.6,14.9,0,0,0,0,7.7,0,0,0,0,3,2.5,13,10,10,33,2,8,3.1,79,0,0,0,19,27,45,18,1,0,0,1,213.6,3.1,0,4.7,14,0,21.7,9,6,7,7,20,0.7,2,-197218,-83479,400012,323050,189921,349179,452298,215694,-58602,-170731,-6.6,-2.3,9.4,7.3,4.5,7.2,8.6,4,-1.1,-3.5,5,71,22.4,1,2,2,5,91,14,55,3.1,17.2,10.9,78.9,9.5,4.5,59.4,9.4,7.1,56,44,2,0,0,2,0.1,3,0,1,5,4,4,0,0,0,0,0,166.8,537.6,165.5,223.4,0,1,0,1,NA,NA,NA,0.4,2,0,3.6,0,1,2,0,0,1,0,4,0,47.7,10.8,27.4,6,39,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,3858,12,"100%",3858,NA,"",NA,NA,"",NA,21,"100%",3858,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,10,"97.8%",3775,16,"2.2%",83,NA,"",NA,NA,"",NA,"95360",6.39,6.39,71,6.39
"499","95361
(37.76676111500046, -120.84488878999969)",1,"Stanislaus","Golden Empire & North San Joaquin",5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,NA,NA,NA,NA,0,0,0,0,9.9,0,0,0,0,0,2.5,6,8,11,25,0,9.7,2.6,100,0,0,0,16,21,17,29,0,0,0,0,NA,0,0,8.8,5,2,3.5,4.2,3,4,3,10,0.6,0,1361330,2731279,3379750,6281995,6664432,3441291,3778854,1055744,3215952,NA,4,6.8,7.8,13.9,14,7,7.4,2.2,6.4,NA,5,115,NA,0,1,1,2,88,0,38,0,23.6,4.7,81.8,14.7,3.5,56.6,15.1,NA,65,35,1,1,1,3,0.1,1,2,2,4,5,5,0,0,2,2,1.1,323.9,368.4,368,NA,1,0,2,3,0,30.6,1.9,0.8,4,0,3.9,1,3,1,0,1,0,0,6,4.5,22.3,12.4,31.7,15,45,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,15424,8,"95.2%",14684,5,"4.8%",740,NA,"",NA,12,"100%",15424,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,10,"98.6%",15212,9,"1.4%",212,NA,"",NA,NA,"",NA,"95361",13.8,13.8,115,13.8
"500","95366
(37.74397156100048, -121.13159832299971)",1,"San Joaquin","Golden Empire & North San Joaquin",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6,3.4,54.9,22.1,0,0,0,0,1.5,1,0,2,3,0,2.8,11,9,14,34,0,5.2,3,100,0,1,0,0,14,27,15,1,0,0,1,211.3,1.4,0,0,2,0,3,0,7,7,8,22,0.7,0,132127,515132,307514,497290,619586,1249785,216900,386883,534764,340565,3.1,11.5,6.5,9.4,10.7,22.3,3.7,6.3,7.8,5,4,92,28.8,1,0,1,2,94,0,86,1.2,15.9,18.3,49.6,3.3,0.7,58.5,6.1,46.5,80,20,1,1,1,3,0,0,0,2,5,2,3,0,0,0,0,0,181.4,400.2,201.5,230.2,0,1,0,1,0,5.7,0,0.3,2,20000,3.8,0,0,0,0,0,0,0,0,0,46.8,13.6,28.4,2,12,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,8526,5,"100%",8526,NA,"",NA,NA,"",NA,12,"100%",8526,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,10,"94.9%",8090,9,"5.1%",436,NA,"",NA,NA,"",NA,"95366",5.52,5.52,92,5.52
"501","95367
(37.729163783000445, -120.94120887299971)",1,"Stanislaus","Golden Empire & North San Joaquin",4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,3,0,0,1,0,0,1,0,2,21.2,11,52.2,15.5,0,0,0,0,7.7,2,0,0,2,10,2.6,12,15,10,37,8,3.4,3.2,75,1,0,0,15,26,38,24,2,4,0,6,179.7,0,0,0,10,3,16.9,20.1,6,5,6,17,0.8,0,2225,345694,254153,639658,171409,138558,-270573,218118,1083844,848419,0.1,7.9,5.8,11.2,3.4,2.9,-6.1,4.3,16.3,13.1,1,99,63.4,1,1,0,2,86,7,15,2.4,24.1,9.6,73.6,6.7,12.5,49.4,14.5,7.2,50,50,0,1,0,1,0,1,1,3,4,5,1,0,1,0,1,6,179.3,545.2,206.2,185.2,0,2,1,3,2.4,22,0,0.2,2,80000,3.6,1,0,4,0,0,3,0,8,0,45.4,11.1,24.5,26,56,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,9006,5,"100%",9006,NA,"",NA,NA,"",NA,12,"100%",9006,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,10,"99.8%",8992,9,"0.2%",14,NA,"",NA,NA,"",NA,"95367",13.86,13.86,99,13.86
"502","95370
(37.9913631390005, -120.3490063479997)",3,"Tuolumne","Golden Empire & North San Joaquin",3.5,1.3,0.3,0.3,0,0.3,0,0,0,0,0.7,0.7,0.7,0.7,0,0,0,0,2,0,0,0,0,0,0,0,0,3.3,0,1.7,0.7,0,0,0,5.7,3.3,1.3,7.7,0,0,0.7,0,13,17,22.6,47.2,13.2,2,0.3,0.3,2.7,20.6,1,0,0.7,1.7,0,2.6,15,12.3,14,41.3,0,9.9,5,100,0,3.3,0.7,4.5,13.5,23.5,12.5,0,0,0,0,269.2,4.6,14233.3,3.5,1,1,12.2,13,4,5,6.3,15.3,0.5,0,-896908,-1146636,-54477,-254846.5,-353157.5,1111507.5,4018063,5158555.5,4407650.5,-1212399,-18,-18.5,-0.8,1.7,0.8,2.2,6.1,3.8,-0.5,-8,3,92.7,44.4,2.3,2.3,1.3,6,88,0,40.5,1,29.4,12,88.9,7.4,1.6,47.7,9.9,4.4,65,35,1.7,1,0,2.7,0.1,2.7,3.7,3.7,2.5,10,3,0,0,0.3,0.3,2.2,297.7,557.7,381.6,277,1.3,0,1.3,2.7,0,22.3,0.3,0.9,4,56533.3,4,7.7,2,10.3,0.7,0,0.7,0,21.3,11,34.5,14.8,36.7,14.5,44,0,0,1,0,1,2,1,2,0,0,0,2,0,0,1,2,0,2,2,0,0,0,0,0,16237,8,"100%",16237,NA,"",NA,NA,"",NA,5,"100%",16237,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,4,"100%",16237,NA,"",NA,NA,"",NA,NA,"",NA,"95370",33.372,33.372,278.1,33.372
"503","95376
(37.73856202900049, -121.43297659399968)",2,"San Joaquin","Golden Empire & North San Joaquin",4.5,0,0,0,0.5,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.5,0,0,0,0,0,3.5,0,0.5,0.5,0,0,0.5,0,1.5,27.5,10.1,47.7,14.7,0.5,0,0,0.5,4,0.5,2.5,0.5,3.5,11,2.5,15,21.5,13.5,50,8,8.7,2,67.5,0,0,0,14,26,36,28.5,0.5,1.5,0.5,2.5,368.9,0.8,0,5.3,13.5,1,12.7,3.3,9.5,7.5,10.5,27.5,0.9,0,116202.5,123451.5,317919.5,438943,544599,496786,340869.5,645772,108581,-1559998.5,3.1,3.1,6.2,7.5,7.9,7.1,5,7.9,2.8,-15.5,4.5,80.5,77.1,0.5,0.5,0,1,83,13.5,44.5,0,28.6,1.4,68.9,23.3,1.5,41.5,28.6,6.4,67.5,32.5,2,1.5,1,4.5,0.1,1,4,0,5,5,3.5,0,1.5,0,1.5,0,207,620.6,489,275.5,0.5,2.5,1,4,2.3,10.2,1.2,0.5,2,0,3.9,2,2.5,1,0,0,0.5,0,6,9.1,38.7,16.4,29.3,5.5,49,0,0,1,0,0,1,2,0,0,0,1,1,0,0,2,0,0,2,2,0,0,0,0,0,18282,5,"100%",18282,NA,"",NA,NA,"",NA,13,"100%",18282,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,10,"100%",18282,NA,"",NA,NA,"",NA,NA,"",NA,"95376",27.37,27.37,161,27.37
"504","95380
(37.491813513000466, -120.85197983899968)",2,"Stanislaus","Golden Empire & North San Joaquin",4,0,0,0,0,1,0,0,0,0,1,1,0,1.5,0,0,0.5,0,3,0,0,0,0,0,0,0,0,0,1.5,0.5,0,0,0,0,2,1.5,1,1,0,0,0,0,3.5,19.4,7.5,53.9,19.2,0,0,0,0,23,0,0.5,1,1.5,2,3,13,12.5,17,42.5,0,5.4,2.2,98,0,0,1,11,20,20,28.5,1.5,1.5,1,4,190.6,1.2,0,10.9,15,0,16,10.6,8.5,5.5,9,23,0.7,0,47141,4579,37980,20371,59109.5,2506.5,37047.5,67911,279672,49763,1.7,0.1,2.1,1.1,1.6,0.2,0.5,1.8,6.7,0.7,4,65,50.6,0.5,1.5,0.5,2.5,91,0,55,1.1,25.9,8.9,90,3.1,0,54.5,9.7,7,74.5,25.5,0.5,0.5,1.5,2.5,0,2,2.5,2.5,3,7,4,0,0,1,1,3.5,183.4,403.8,NA,255.6,0,0.5,0.5,1,NA,NA,0,0.4,3.5,1000,4.1,2.5,2.5,4,0,0,0.5,0,9.5,2.6,35.2,10.7,24.9,6,39,0,0,2,0,0,2,2,0,0,0,0,2,0,0,2,0,0,2,2,0,0,0,0,0,15064,8,"95.3%",14360,12,"4.7%",704,NA,"",NA,12,"84.7%",12764,21,"15.3%",2300,NA,"",NA,NA,"",NA,NA,"",NA,10,"95.3%",14360,16,"4.7%",704,NA,"",NA,NA,"",NA,"95380",11.7,11.7,130,11.7
"505","95382
(37.521281340000485, -120.8490382709997)",3,"Stanislaus","Golden Empire & North San Joaquin",5,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0.7,0,1.3,0,0,0,0,0,0,0,0,0,0.7,1,0,0,0,0,1.7,0.7,0.3,0.7,0,0,0,0,1.7,20.1,10.1,51.9,17.9,0.3,0.3,0,0.7,10.7,0.3,0,0.7,1,1.7,2.3,6.7,12.7,10.3,29.7,1.7,8.4,4.7,90.7,0,0,0,9,22.3,26,32.3,0,0.7,0.3,1,261.8,0.6,0,5.6,7.3,0.3,7.7,1.9,4.3,7,5.7,17,0.8,0,-3075835.7,2624761.7,1872332,2815558.7,1333897,4702746,304091.3,5534112,4014869.3,1393217.5,-9.2,1.9,-0.3,1.7,5.3,10.1,3.5,9.8,9.8,9.7,4.7,113,25.5,0.3,1.7,0.7,2.7,87,6,56.3,0,20.3,0.7,60.8,13.6,8.2,65.5,13.4,26.2,72.3,27.7,0,0.3,0,0.3,0.1,1,1,2,4.7,4,4.3,0,0.7,0.7,1.3,0,233.1,508.2,446.3,286.1,0.3,1,0.3,1.7,0,9.1,0.6,0.5,2,0,3.6,0.7,1,2.3,0,0,0.7,0,4.7,4.6,50.9,13.3,30.6,8,35.3,0,1,1,0,0,2,2,1,0,0,0,3,0,1,2,1,0,3,3,0,1,0,0,0,16740,8,"100%",16740,NA,"",NA,NA,"",NA,12,"100%",16738,21,"0%",2,NA,"",NA,NA,"",NA,NA,"",NA,10,"100%",16740,NA,"",NA,NA,"",NA,NA,"",NA,"95382",44.07,44.07,339,44.07
"506","95403
(38.47963313200046, -122.7480967889997)",1,"Sonoma","Bay Area",4,0,0,0,0,3,0,1,1,0,5,2,0,1,0,0,0,0,3,0,0,2,0,0,0,0,2,0,0,5,0,0,0,0,5,0,0,1,0,0,0,0,1,11.6,13.2,66.7,8.5,0,2,1,3,NA,1,0,0,1,0,2.7,13,15,12,40,0,6.9,NA,66,0,1,5,13,12,16,8,1,0,1,2,364.6,NA,0,NA,0,0,NA,NA,6,5,8,19,0.8,3,253085,-258924,-817071,-558745,341349,129279,541044,155720,-277181,-452206,9.5,-9.5,-29.4,-18.3,8.3,2.5,9.1,2.8,-4.5,-6.6,3,45,26.7,2,1,0,3,91,31,69,2.6,21.1,0,0,39.2,2.9,28.9,47.4,57.8,66,34,0,0,1,1,0.2,2,4,1,5,7,2,0,0,0,0,NA,NA,721.5,644,276.3,1,3,0,4,3.5,12.2,0,0.7,3,25000,4.2,2,0,12,0,1,1,0,16,NA,42.6,17,32.3,3,28,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,20838,2,"100%",20838,NA,"",NA,NA,"",NA,2,"100%",20838,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,5,"76.1%",15867,2,"23.9%",4971,NA,"",NA,NA,"",NA,"95403",4.05,4.05,45,4.05
"507","95404
(38.378772520000496, -122.5870361259997)",1,"Sonoma","Bay Area",4,0,0,19,1,8,0,0,0,0,28,10,0,2,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,6,0,0,1,0,8,4,0,3,0,0,0,0,7,42.1,2.3,44.2,11.4,0,0,0,0,5.7,2,0,1,3,2,2.2,24,13,9,46,2,7,1.4,85,0,0,2,3,2,1,1,0,1,1,2,360.3,2.3,0,6.8,8,17,20.8,3.6,12,9,5,26,0.8,2,255843,619467,394314,378580,1136252,341497,47807,-57583,156158,112790,2.1,4.6,2.8,2.5,6.8,1.9,0.3,-0.3,0.7,0.5,3,181,18.8,1,0,0,1,90,9,30,25.9,20.1,6.9,79.2,14,4.2,33.3,13.8,2.6,55,45,1,2,1,4,0,7,1,1,5,9,2,0,0,0,0,0,239.9,747.4,NA,227.5,1,0,0,1,1.1,16.6,0,0.7,3,2000,3.7,34,1,19,0,0,1,0,55,6.1,55.8,13.6,31,21,32,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,21809,2,"99.1%",21615,3,"0.9%",194,NA,"",NA,2,"61.3%",13366,10,"28.3%",6165,4,"10.4%",2278,NA,"",NA,NA,"",NA,5,"95.2%",20756,2,"4.8%",1053,NA,"",NA,NA,"",NA,"95404",18.1,18.1,181,18.1
"508","95405
(38.43891174100048, -122.67424907599968)",3,"Sonoma","Bay Area",4,1,0.3,1.7,0.3,7,0.7,0.3,1.7,0,11.7,1.7,1,4.3,0,0,0.3,0,7.3,0,0,0.7,0,0,0,0,0.7,2,3.3,4.3,0,0,0.7,0,10.3,0,0.7,1.3,0,0,0,0,2,23.2,6.3,57.6,12.9,0,1,0,1,8.1,1,1.3,0.7,3,0,2.5,17,24,13.3,54.3,4,5.9,1.6,90.7,0,0,2,7.3,10.3,13,11,0.3,0.7,0.7,1.7,293.4,2.2,23520,2.3,7.3,0.3,13.3,13.2,10,10,7.3,27.3,0.8,0.3,-80719.3,-25841.7,175383.3,617003,728761.3,727523.7,775656.7,897218.3,789121,414230.3,-1.1,-0.6,2.7,8.3,9.2,8.7,8.7,8.8,8.4,5,3.7,95,59,1.7,0.7,1.3,3.7,80,5,37.7,0,33.2,1,68.9,16.8,9.9,44,21.8,4.4,71,29,1.3,1,1,3.3,0.1,2,6,1.3,5,9.3,2.7,0,1,0.3,1.3,0,204,732.8,429.3,283.7,0.7,2.3,0.7,3.7,1.2,28.3,0,0.6,3,3000,3.9,5.3,5.3,17.7,0.7,0.3,2.7,0,32,1.6,62,14.2,33.2,16,46,0,0,1,0,0,3,3,0,0,0,1,2,0,0,3,0,0,3,3,0,0,0,0,0,12897,2,"100%",12897,NA,"",NA,NA,"",NA,10,"78.6%",10139,2,"21.4%",2758,NA,"",NA,NA,"",NA,NA,"",NA,5,"100%",12897,NA,"",NA,NA,"",NA,NA,"",NA,"95405",57,57,285,57
"509","95407
(38.410191255000484, -122.7332976999997)",1,"Sonoma","Bay Area",5,0,0,4,1,4,1,0,0,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0,0,0,0,1,20.3,4.2,49,26.5,2,0,0,2,8,2,1,0,3,0,2.9,14,10,6,30,3,4.9,2,94,0,0,0,33,35,44,28,0,1,0,1,192.6,1.6,0,0,3,0,32.7,5.6,3,4,4,11,0.5,0,127025,-57078,-106113,16380,36592,93954,-47314,-26272,93806,-107511,4.2,-1.9,-3.3,0.5,0.9,2.3,-1.1,-0.7,2.3,-2.6,4,62,12.8,2,2,0,4,98,3,42,4.8,30.6,14.5,94.7,0.6,1.8,50,0,2.9,90,10,2,0,1,3,0,1,1,0,5,2,3,0,0,0,0,0,184.3,590,195.2,178.9,2,1,1,4,NA,NA,NA,0.3,2,0,3.7,4,2,7,1,0,0,0,14,16.7,43.7,14.4,30.4,6,52,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,11905,2,"99.8%",11882,3,"0.2%",23,NA,"",NA,10,"91.1%",10849,4,"8.9%",1056,NA,"",NA,NA,"",NA,NA,"",NA,5,"100%",11905,NA,"",NA,NA,"",NA,NA,"",NA,"95407",1.24,1.24,62,1.24
"510","95409
(38.46037172300049, -122.64228721599972)",2,"Sonoma","Bay Area",4.5,0,0,0.5,3,2.5,0.5,0,0.5,0,7,0.5,0,2.5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1.5,0,2.5,0,0.5,1,0,0,0,0,1.5,18.5,4.9,56.9,19.6,0.5,0,0,0.5,2.8,1,0.5,1,2.5,1,5.7,12.5,10.5,7,30,0,9.8,5.2,99,0,0,0,14.5,15,12.5,18,0.5,0.5,0,1,494.8,7.3,0,0,0,0,15,2,5.5,4.5,3,13,1.3,0,788377.5,821256,947516,1438085.5,1078625.5,993987.5,592020.5,3559147,1496528.5,-268239,-8.9,13.3,13,28.4,22.6,16.2,19.4,NA,26.3,32.5,4.5,52,26.8,0.5,0,0.5,1,45.5,0,64.5,0,18.5,0.9,0,50.6,2.2,51.3,29.4,47.3,67.5,32.5,1.5,1.5,1,4,0.2,2.5,1.5,1,4.5,5,3.5,0,0.5,0.5,1,0,NA,704.4,356.8,347.2,0.5,1.5,0,2,2.2,13.8,0,1.3,4,0,8.3,1,3.5,7,0.5,0,2,0,14,15.4,53,17,33.3,0,35.5,0,1,0,0,0,1,2,0,0,0,2,0,0,2,0,2,0,0,2,0,2,0,0,0,16768,2,"100%",16768,NA,"",NA,NA,"",NA,2,"99.2%",16636,4,"0.8%",132,NA,"",NA,NA,"",NA,NA,"",NA,5,"100%",16764,2,"0%",4,NA,"",NA,NA,"",NA,"95409",56.68,56.68,104,56.68
"511","95422
(38.958900274000484, -122.63950641199972)",1,"Lake","Northern California",4,0,0,2,0,3,0,0,0,0,5,4,0,1,0,0,0,0,5,0,0,1,0,0,0,0,1,1,0,3,0,0,2,0,6,0,2,6,0,0,0,0,8,21.1,12.7,46.3,19.8,0,0,1,1,7.3,2,2,0,4,6,2.8,17,15,11,43,0,4.4,1.3,87,0,0,1,0,7,11,11,0,0,0,0,231.7,3.3,0,2.7,6,0,6.8,22.1,6,11,5,22,0.8,1,60780,8964,-72590,-135785,157849,339321,95790,99559,-143751,-34795,1.3,0.2,-1.3,-2.5,2.6,5.3,1.6,1.5,-2.2,-0.5,3,99,51.6,1,0,1,2,77,6,39,1.3,29.3,9.3,69.1,16.5,3.2,38.7,21.3,11.2,67,33,1,0,0,1,0.1,6,2,4,3,12,3,0,0,0,0,0,181.7,472.1,214.7,175.2,1,0,0,1,0,34.8,2.8,0.4,3,1000,3.9,7,2,14,0,0,2,0,25,3.3,40.5,9.9,26.2,13,48,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,6482,2,"100%",6482,NA,"",NA,NA,"",NA,4,"100%",6482,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,3,"100%",6482,NA,"",NA,NA,"",NA,NA,"",NA,"95422",22.77,22.77,99,22.77
"512","95425
(38.79887372100046, -123.01443693699969)",1,"Sonoma","Bay Area",5,0,0,4,1,7,0,0,0,0,12,1,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,0,1,1,0,0,0,0,2,27.3,7.8,50.3,14.6,0,0,1,1,9.8,0,0,1,1,10,2.5,6,10,23,39,12,4.9,0,78,0,1,5,7,4,5,0,0,0,2,2,235,2,0,2.8,0,0,34.1,22.5,4,3,6,13,0.6,0,118704,34528,2914,113835,65007,-25078,137004,204899,253810,325236,3.1,1,0.1,2.5,1.4,-0.5,2.6,3.7,4.4,5.5,3,72,51.1,0,3,7,10,87,0,38,0,26.2,4.9,75.4,8.8,8.8,57.4,11.5,7,50,50,1,1,1,3,0.1,0,3,3,5,6,2,0,0,1,1,0,199.3,744.9,301.6,226.7,1,0,1,2,0,43.2,0,0.5,3,22000,3.6,5,2,14,0,0,2,0,23,0,44.6,14.4,31,0,62,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,5343,2,"100%",5343,NA,"",NA,NA,"",NA,2,"100%",5343,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,2,"100%",5343,NA,"",NA,NA,"",NA,NA,"",NA,"95425",9.36,9.36,72,9.36
"513","95431
(38.34694101000048, -122.5147873739997)",1,"Sonoma","Bay Area",5,0,0,3,42,14,0,0,1,0,60,4,31,9,0,0,2,0,46,0,3,1,0,0,0,0,4,4,24,15,0,0,2,0,45,0,3,4,0,0,0,0,7,NA,NA,NA,NA,0,3,2,5,2.7,1,2,5,8,NA,NA,25,32,29,86,NA,NA,1.9,NA,0,3,4,78,79,86,73,1,1,1,3,NA,0,0,0.5,NA,NA,3.3,NA,15,17,11,43,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,622,NA,1,1,2,4,43,NA,NA,0,74.6,9,99.2,0.1,0.6,16.4,0,NA,NA,NA,2,1,3,6,0,2,7,3,5,12,1,0,0,0,0,17.9,NA,NA,NA,NA,3,0,2,5,NA,NA,NA,NA,NA,63500,NA,11,103,43,0,0,5,0,162,7.1,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,16,3,"100%",16,NA,"",NA,NA,"",NA,4,"100%",16,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,5,"100%",16,NA,"",NA,NA,"",NA,NA,"",NA,"95431",354.54,354.54,622,354.54
